twitter	name_first	name_middle	name_last	state	position	party	inactive 
seanmccaffity	Sean		McCaffity	Texas	House Candidate	Democrat	inactive 
SeanParnellUSA	Sean		Parnell	Pa.	House Candidate	Republican	inactive 
SeanPaulSegura	Sean	Paul	Segura	Texas	House Candidate	Democrat	inactive 
spmaloney	Sean	Patrick	Maloney	N.Y.	House Candidate	Democrat	
VoteCarrigan	Sean	J.	Carrigan	S.C.	House Candidate	Democrat	inactive 
VoteCasten	Sean		Casten	Ill.	House Candidate	Democrat	
_SemaHernandez_	Sema		Hernandez	Texas	Senate Candidate	Democrat	inactive 
VoteSeminole	Seminole	County	Elections	Fla.	Local Agency	Other	inactive 
SenFinance	Sen		Finance	D.C.	Congressional committee	Republican	
SenateAgDems	Senate	Ag	Dems	D.C.	Congressional committee	Democrat	
SenateAgGOP	Senate	Ag	GOP	D.C.	Congressional committee	Republican	
SenateAgingGOP	Senate		Aging	D.C.	Congressional committee	Republican	
SenateApprops	Senate		Approps	D.C.	Congressional committee	Democrat	
SenateBudget	Senate		Budget	D.C.	Congressional committee	Democrat	
SenateCommerce	Senate		Commerce	D.C.	Congressional committee	Republican	
SenateFinance	Senate		Finance	D.C.	Congressional committee	Democrat	
SOrtiz4Congress	Sergio	E	Ortiz	Fla.	House Candidate	Republican	inactive 
Grossman4NJ	Seth		Grossman	N.J.	Gubernatorial Candidate	Republican	inactive 
HallCongress	Seth		Hall	Ky.	House Candidate	Democrat	inactive 
SethLeibsohn	Seth		Leibsohn	Ariz.	House Candidate	Republican	inactive 
sethmoulton	Seth		Moulton	Mass.	Presidential Candidate	Democrat	
teammoulton	Seth		Moulton	Mass.	House Representative	Democrat	
ayyas2022	Shadi		Ayyas	Va.	House Candidate	Democrat	
ClevelandFor30	Shae		Cleveland	Texas	House Candidate	Democrat	inactive 
ShahidForChange	Shahid		Buttar	Calif.	House Candidate	Democrat	inactive 
shakhill	Shak		Hill	Va.	House Candidate	Republican	inactive 
BollingShane	Shane		Bolling	Colo.	House Candidate	Other	inactive 
osbornforsenate	Shane		Osborn	Neb.	Senate Candidate	Republican	inactive 
ShaneTHazel	Shane		Hazel	Ga.	Senate Candidate	Other	inactive 
ElectShannel	Shannel		Pittman	Calif.	House Candidate	Democrat	inactive 
dshannonpierce	Shannon		Pierce	S.C.	House Candidate	Republican	inactive 
Fabert2020	Shannon		Fabert	Ky.	House Candidate	Democrat	inactive 
shannon_rep	Shannon	Scott	Evans	Alaska	House Candidate	Republican	
Shannon4Texas	Shannon		Hutcheson	Texas	House Candidate	Democrat	inactive 
ShannonBrayNC	Shannon		Bray	N.C.	Senate Candidate	Other	
ShannonForMA	Shannon		Liss-Riordan	Mass.	Senate Candidate	Democrat	inactive 
ShannonFreshour	Shannon		Freshour	Ohio	House Candidate	Democrat	inactive 
shantelkrebs	Shantel		Krebs	S.D.	House Candidate	Republican	inactive 
RepDavids	Sharice		Davids	Kan.	House Representative	Democrat	
sharicedavids	Sharice		Davids	Kan.	House Candidate	Democrat	
StreetForPA	Sharif		Street	Pa.	Senate Candidate	Democrat	
sharna4us	Sharna		Wahlgren	Minn.	House Candidate	Republican	inactive 
SharonSundMN	Sharon		Sund	Minn.	House Candidate	Democrat	inactive 
Thomas4Texas	Sharon	Breckenridge	Thomas	Texas	House Candidate	Republican	inactive 
VoteShaughnessy	Shaughnessy		Naughton	Pa.	House Candidate	Democrat	inactive 
DrShaunCrowell	Shaun		Crowell	Tenn.	Senate Candidate	Other	inactive 
Moody4Gov	Shawn		Moody	Maine	Gubernatorial Candidate	Republican	inactive 
shawncollins4ca	Shawn		Collins	Calif.	House Candidate	Republican	
RobertsOhioD6	Shawna		Roberts	Ohio	House Candidate	Democrat	inactive 
shay_stautz	Shay		Stautz	Ariz.	House Candidate	Republican	inactive 
shayanmodarres	Shayan		Modarres	Fla.	House Candidate	Democrat	inactive 
jacksonlee18	Sheila	Jackson	Lee	Texas	House Representative	Democrat	
JacksonLeeTX18	Sheila	Jackson	Lee	Texas	House Representative	Democrat	
Sheila4Congress	Sheila		Cherfilus-McCormick	Fla.	House Candidate	Democrat	inactive 
SheilaG03445309	Sheila		Griffin	Fla.	House Candidate	Republican	inactive 
sjl4hrc	Sheila	Jackson	Lee	Texas	House Candidate	Democrat	
SenWhitehouse	Sheldon		Whitehouse	R.I.	Senator	Democrat	
Berkley4Senate	Shelley		Berkley	Nev.	House Representative	Democrat	inactive 
CapitoforWV	Shelley		Capito	W.Va.	Senator	Republican	
RepBerkley	Shelley		Berkley	Nev.	House Representative	Democrat	inactive 
SenCapito	Shelley		Capito	W.Va.	Senator	Republican	
Shelley_Adler	Shelley		Adler	N.J.	House Candidate	Democrat	inactive 
shelly4congress	Shelly	Wilson	Chauncey	Pa.	House Candidate	Democrat	inactive 
Bellows4Senate	Shenna		Bellows	Maine	Senate Candidate	Democrat	inactive 
lund2022	Sheridan		Lund	N.M.	House Candidate	Democrat	
SenSherrodBrown	Sherrod		Brown	Ohio	Senator	Democrat	
SherrodBrown	Sherrod		Brown	Ohio	Senator	Democrat	
AazamiShervin	Shervin		Aazami	Calif.	House Candidate	Democrat	
ShireenGhorbani	Shireen		Ghorbani	Utah	House Candidate	Democrat	inactive 
Vote4McKellar	Shirley		McKellar	Texas	House Candidate	Democrat	inactive 
va_shiva	Shiva		Ayyadurai	Mass.	Senate Candidate	Republican	inactive 
ShriForMI	Shri		Thanedar	Mich.	Gubernatorial Candidate	Democrat	inactive 
shrinakurani	Shrina		Kurani	Calif.	House Candidate	Democrat	
reyesworks	Silvestre		Reyes	Texas	House Representative	Democrat	inactive 
SilvestreReyes	Silvestre		Reyes	Texas	House Representative	Democrat	inactive 
SimaforTX	Sima		Ladjevardian	Texas	House Candidate	Democrat	inactive 
SimonAslanpour	Simon		Aslanpour	Calif.	House Candidate	Republican	
skylar4congress	Skylar		Hurwitz	Pa.	House Candidate	Democrat	inactive 
SmallBizCmteGOP	SmallBiz		Cmte	D.C.	Congressional committee	Republican	
SolforCO	Sol		Sandoval	Colo.	House Candidate	Democrat	
VoteForSolomon	Solomon		Rajput	Mich.	House Candidate	Democrat	inactive 
RathburnSonia	Sonia		Rathburn	Miss.	House Candidate	Democrat	inactive 
BachusAL06	Spencer		Bachus	Ala.	House Representative	Republican	inactive 
lemmonscongress	Spencer		Lemmons	Ind.	House Candidate	Republican	inactive 
SpencerJCox	Spencer		Cox	Utah	Gubernatorial Candidate	Republican	
SpencerToder	Spencer		Toder	Mo.	Senate Candidate	Democrat	
SpoCoElections	Spokane	County	Elections	Wash.	Local Agency	Other	inactive 
SriPKulkarni	Sri	Preston	Kulkarni	Texas	House Candidate	Democrat	inactive 
RepStaceNelson	Stace		Nelson	S.D.	Senate Candidate	Republican	inactive 
staceyabrams	Stacey		Abrams	Ga.	Gubernatorial Candidate	Democrat	inactive 
staceyplaskett	Stacey		Plaskett	Virgin Islands	House Representative	Democrat	
AppelforIowa	Staci		Appel	Iowa	House Candidate	Democrat	inactive 
StanCasacio	Stan		Casacio	Pa.	House Candidate	Republican	inactive 
stanley_adair	Stanley		Adair	Ala.	Senate Candidate	Republican	inactive 
stanleypchang	Stanley		Chang	Hawaii	House Candidate	Democrat	inactive 
StarnerJones	Starner		Jones	Miss.	House Candidate	Republican	inactive 
StavrosAnthony	Stavros		Anthony	Nev.	House Candidate	Republican	inactive 
Stef4Congress	Stefanie		Smith	Ill.	House Candidate	Democrat	inactive 
StefanoforTx	Stefano	de	Stefano	Texas	Senate Candidate	Republican	inactive 
TheStelian	Stelian		Onufrei	Calif.	House Candidate	Republican	inactive 
LeaderHoyer	Steny		Hoyer	Md.	House Representative	Democrat	
StenyHoyer	Steny		Hoyer	Md.	House Candidate	Democrat	
ElectGallardo	Stephanie		Gallardo	Wash.	House Candidate	Democrat	
RepBice	Stephanie		Bice	Okla.	House Representative	Republican	
RepStephMurphy	Stephanie		Murphy	Fla.	House Representative	Democrat	
Rimmer4Arizona	Stephanie		Rimmer	Ariz.	House Candidate	Democrat	inactive 
Rimmer4Congress	Stephanie		Rimmer	Ariz.	House Candidate	Democrat	inactive 
SMurphyCongress	Stephanie		Murphy	Fla.	House Candidate	Democrat	
stephaniebice	Stephanie		Bice	Okla.	House Candidate	Republican	
StephLSchmid	Stephanie		Schmid	N.J.	House Candidate	Democrat	inactive 
StephanyForCO	Stephany	Rose	Spaulding	Colo.	Senate Candidate	Democrat	inactive 
electhoulahan	Stephen		Houlahan	Calif.	House Candidate	Democrat	
Jaffe4Congress	Stephen	R	Jaffe	Calif.	House Candidate	Democrat	inactive 
mackenziein6	Stephen		MacKenzie	Ind.	House Candidate	Republican	inactive 
RepFincherTN08	Stephen		Fincher	Tenn.	House Representative	Republican	inactive 
RepLynch	Stephen		Lynch	Mass.	House Candidate	Democrat	
RepStephenLynch	Stephen		Lynch	Mass.	House Representative	Democrat	
stephendaniel	Stephen		Daniel	Texas	House Candidate	Democrat	inactive 
StephenFincher	Stephen		Fincher	Tenn.	House Representative	Republican	inactive 
WVCantWait	Stephen		Smith	W.Va.	Gubernatorial Candidate	Democrat	inactive 
BullockForMT	Steve		Bullock	Mont.	Governor	Democrat	inactive 
CornwellforNY	Steve		Cornwell	N.Y.	House Candidate	Republican	inactive 
DainesforMT	Steve		Daines	Mont.	Senator	Republican	
french4freedom	Steve		French	S.C.	Gubernatorial Candidate	Independent	inactive 
geauxscalise	Steve		Scalise	La.	House Representative	Republican	inactive 
GovernorBullock	Steve		Bullock	Mont.	Presidential Candidate	Democrat	inactive 
Hodges4Congress	Steve		Hodges	Mo.	House Candidate	Democrat	inactive 
House4CO	Steve		House	Colo.	House Candidate	Republican	inactive 
IsraelForNY	Steve		Israel	N.Y.	House Representative	Democrat	inactive 
istevepemberton	Steve		Pemberton	Mass.	Senate Candidate	Democrat	inactive 
jstevemcfall	Steve		McFall	N.M.	House Candidate	Republican	inactive 
knight4congress	Steve		Knight	Calif.	House Representative	Republican	inactive 
KuzIndependent	Steve		Kuzmich	Texas	House Candidate	Other	inactive 
Lonegan	Steve		Lonegan	N.J.	Senate Candidate	Republican	inactive 
LoneganForNJ	Steve		Lonegan	N.J.	Senate Candidate	Republican	inactive 
LtColFitzgerald	Steve		Fitzgerald	Kan.	House Candidate	Republican	inactive 
Negron4Congress	Steve		Negron	N.H.	House Candidate	Republican	inactive 
Pearce4NM	Steve		Pearce	N.M.	Gubernatorial Candidate	Republican	inactive 
ReElectCohen	Steve		Cohen	Tenn.	House Candidate	Democrat	
Rep_Southerland	Steve		Southerland	Fla.	House Representative	Republican	inactive 
rep_stevewomack	Steve		Womack	Ark.	House Representative	Republican	
Rep_Watkins	Steve		Watkins	Kan.	House Representative	Republican	inactive 
RepCohen	Steve		Cohen	Tenn.	House Representative	Democrat	
RepRussell	Steve		Russell	Okla.	House Representative	Republican	inactive 
RepSteveChabot	Steve		Chabot	Ohio	House Representative	Republican	
RepSteveIsrael	Steve		Israel	N.Y.	House Representative	Democrat	inactive 
RepStevePearce	Steve		Pearce	N.M.	House Representative	Republican	inactive 
RepSteveStivers	Steve		Stivers	Ohio	House Representative	Republican	
SBrownNV	Steve		Brown	Nev.	House Candidate	Other	inactive 
senstevesmith	Steve		Smith	Ariz.	House Candidate	Republican	inactive 
SoutherlandFL02	Steve		Southerland	Fla.	House Representative	Republican	inactive 
StephenLBloom	Steve		Bloom	Pa.	House Candidate	Republican	inactive 
Steve_Reichert	Steve		Reichert	S.C.	House Candidate	Republican	
Steve4Kansas	Steve		Watkins	Kan.	House Candidate	Republican	inactive 
SteveAustria	Steve		Austria	Ohio	House Representative	Republican	inactive 
SteveBacher	Steve		Bacher	Pa.	House Candidate	Democrat	inactive 
SteveBraunIN	Steve		Braun	Ind.	House Candidate	Republican	inactive 
stevebullockmt	Steve		Bullock	Mont.	Senate Candidate	Democrat	inactive 
SteveChabot	Steve		Chabot	Ohio	House Representative	Republican	
SteveCongress	Steve		Jones	N.M.	House Candidate	Other	inactive 
SteveDaines	Steve		Daines	Mont.	Senator	Republican	
steveferraramd	Steve		Ferrara	Ariz.	House Candidate	Republican	inactive 
SteveGrossmanMA	Steve		Grossman	Mass.	Gubernatorial Candidate	Democrat	inactive 
stevehoheks	Steve		Hohe	Kan.	House Candidate	Other	inactive 
SteveHouse4Gov	Steve		House	Colo.	Gubernatorial Candidate	Republican	inactive 
SteveKingIA	Steve		King	Iowa	House Representative	Republican	inactive 
SteveKnight25	Steve		Knight	Calif.	House Representative	Republican	inactive 
SteveMillerNC	Steve		Miller	N.C.	House Candidate	Democrat	
SteveNegronNH	Steve		Negron	N.H.	House Candidate	Republican	inactive 
SteveRathje	Steve		Rathje	Iowa	House Candidate	Republican	inactive 
SteveReilly2018	Steve		Reilly	Ga.	House Candidate	Democrat	inactive 
SteveRussellOK	Steve		Russell	Okla.	House Representative	Republican	inactive 
SteveScalise	Steve		Scalise	La.	House Representative	Republican	
SteveScaliseGOP	Steve		Scalise	La.	House Candidate	Republican	
SteveSisolak	Steve		Sisolak	Nev.	Gubernatorial Candidate	Democrat	inactive 
stevestivers	Steve		Stivers	Ohio	House Candidate	Republican	
SteveWoodsmall	Steve		Woodsmall	N.C.	House Candidate	Democrat	inactive 
SteveWorks4You	Steve		Stockman	Texas	House Representative	Republican	inactive 
StockmanSenate	Steve		Stockman	Texas	House Representative	Republican	inactive 
Stokes4Senate	Steve		Stokes	Calif.	Senate Candidate	Democrat	inactive 
TeamKnight25	Steve		Knight	Calif.	House Candidate	Republican	inactive 
TEAMKRAUS	Steve		Kraus	Ohio	House Candidate	Republican	inactive 
toftforcongress	Steve		Toft	Wis.	House Candidate	Republican	inactive 
UnofficialSK	Steve		Knight	Calif.	House Representative	Republican	inactive 
USRepRussell	Steve		Russell	Okla.	House Representative	Republican	inactive 
Vote_For_Cox	Steve		Cox	Calif.	House Candidate	Other	inactive 
VotePestka	Steve		Pestka	Mich.	House Candidate	Democrat	inactive 
womack4congress	Steve		Womack	Ark.	House Representative	Republican	
Worton4Congress	Steve		Worton	Md.	House Candidate	Democrat	inactive 
steveavonloor	Steve	A.	Von Loor	N.C.	House Candidate	Republican	inactive 
CodyForOregon	Steven	Cody	Reynolds	Ore.	House Candidate	Other	inactive 
CongPalazzo	Steven		Palazzo	Miss.	House Representative	Republican	
machat4senate	Steven		Machat	Fla.	House Candidate	Democrat	inactive 
RepHorsford	Steven		Horsford	Nev.	House Representative	Democrat	
Reynolds4Rep	Steven		Reynolds	Tenn.	House Candidate	Democrat	inactive 
SKnightGriffin	Steven	Knight	Griffin	Ga.	House Candidate	Democrat	inactive 
Steve__Beshear	Steven	L.	Beshear	Ky.	Governor	Democrat	inactive 
SteveCoxUSA	Steven		Cox	Ky.	Senate Candidate	Democrat	inactive 
stevedavid	Steven		David	Texas	House Candidate	Democrat	inactive 
SteveDforME	Steven		DeAngelis	Maine	Gubernatorial Candidate	Democrat	inactive 
SteveLaTourette	Steven		LaTourette	Ohio	House Representative	Republican	inactive 
StevenHorsford	Steven		Horsford	Nev.	House Representative	Democrat	
StevenPalazzo	Steven		Palazzo	Miss.	House Candidate	Republican	
Orozco4Congress	Stevens		Orozco	Texas	House Candidate	Democrat	inactive 
stevierivenbark	Stevie	Rivenbark	Hull	N.C.	House Candidate	Republican	inactive 
SteveNavarre	Stewart		Navarre	Va.	House Candidate	Democrat	
StewartMillsMN	Stewart		Mills	Minn.	House Candidate	Republican	inactive 
SueMyrick	Sue		Myrick	N.C.	House Representative	Republican	inactive 
SueRezin	Sue		Rezin	Ill.	House Candidate	Republican	inactive 
suethorn2012	Sue		Thorn	W.Va.	House Candidate	Democrat	inactive 
suneel	Suneel		Gupta	Mich.	House Candidate	Democrat	inactive 
surajpatelnyc	Suraj		Patel	N.Y.	House Candidate	Democrat	inactive 
collins4senator	Susan		Collins	Maine	Senator	Republican	inactive 
RepSusanDavis	Susan		Davis	Calif.	House Representative	Democrat	inactive 
RepSusanWild	Susan		Wild	Pa.	House Representative	Democrat	
SenatorCollins	Susan		Collins	Maine	Senator	Republican	
Susan4Senate	Susan		Hutchison	Wash.	Senate Candidate	Republican	inactive 
SusanBrooksIN	Susan		Brooks	Ind.	House Candidate	Republican	inactive 
susanfor7th	Susan	Marie	Smith	Ind.	House Candidate	Republican	inactive 
SusanForSD	Susan		Wismer	S.D.	Gubernatorial Candidate	Democrat	inactive 
SusanPalmerOH	Susan		Palmer	Ohio	House Candidate	Democrat	inactive 
SusanWBrooks	Susan	W	Brooks	Ind.	House Representative	Republican	inactive 
WagleforKansas	Susan		Wagle	Kan.	Senate Candidate	Republican	inactive 
wildforcongress	Susan	Ellis	Wild	Pa.	House Candidate	Democrat	
Gov_Martinez	Susana		Martinez	N.M.	Governor	Republican	
RepSusieLee	Susie		Lee	Nev.	House Representative	Democrat	
SusieLeeNV	Susie		Lee	Nev.	House Candidate	Democrat	
RepDelBene	Suzan		DelBene	Wash.	House Representative	Democrat	
SuzanDelBene	Suzan		DelBene	Wash.	House Representative	Democrat	
RepBonamici	Suzanne		Bonamici	Ore.	House Representative	Democrat	
Suzanne_Patrick	Suzanne		Patrick	Va.	House Candidate	Democrat	inactive 
SuzanneBonamici	Suzanne		Bonamici	Ore.	House Representative	Democrat	inactive 
SantoriSuzette	Suzette		Santori	Calif.	House Candidate	Democrat	inactive 
suzettemartinez	Suzette	Martinez	Valladares	Calif.	House Candidate	Republican	inactive 
TajforCongress	Syed		Taj	Mich.	House Candidate	Democrat	inactive 
LaCongresista	Sylvia		Garcia	Texas	House Candidate	Democrat	
RepSylviaGarcia	Sylvia		Garcia	Texas	House Representative	Democrat	
SenatorSylvia	Sylvia	R	Garcia	Texas	House Candidate	Democrat	inactive 
SylviaForKansas	Sylvia		Williams	Kan.	House Candidate	Democrat	inactive 
TCManning	T	C	Manning	Texas	House Candidate	Republican	inactive 
RepTjCox	T.J.		Cox	Calif.	House Representative	Democrat	inactive 
TWShannon	T.W.		Shannon	Okla.	Senate Candidate	Republican	inactive 
TransportGOP	T&amp;I		Committee	D.C.	Congressional committee	Republican	
TabithaK	Tabitha		Isner	Ala.	House Candidate	Democrat	inactive 
TJG4GA	Tabitha		Johnson-Green	Ga.	House Candidate	Democrat	inactive 
TahirahCongress	Tahirah		Amatul-Wadud	Mass.	House Candidate	Democrat	inactive 
TaliaForScience	Talia		Fuentes-Wolfe	Ariz.	House Candidate	Democrat	inactive 
TalleySergent	Talley		Sergent	W.Va.	House Candidate	Democrat	inactive 
TamaraShealey	Tamara		Johnson-Shealey	Ga.	Senate Candidate	Democrat	inactive 
ZwinakNC11	Tamara		Zwinak	N.C.	House Candidate	Other	inactive 
Tamborine4US	Tamborine		Borrelli	Wash.	House Candidate	Other	inactive 
TamikaGHamilton	Tamika		Hamilton	Calif.	House Candidate	Republican	inactive 
SenatorBaldwin	Tammy		Baldwin	Wis.	Senator	Democrat	
SenDuckworth	Tammy		Duckworth	Ill.	Senator	Democrat	
tammybaldwin	Tammy		Baldwin	Wis.	Senator	Democrat	
TammyDuckworth	Tammy		Duckworth	Ill.	Senator	Democrat	
TammyDuckworth_	Tammy		Duckworth	Ill.	Senator	Democrat	
tammyforla	Tammy		Savoie	La.	House Candidate	Democrat	inactive 
TammyYoungfor31	Tammy		Young	Texas	House Candidate	Democrat	inactive 
TaniaBurgessTX	Tania		Burgess	Texas	House Candidate	Republican	inactive 
TannerDoTX3	Tanner		Do	Texas	House Candidate	Democrat	inactive 
tanyaforarizona	Tanya		Wheeless	Ariz.	House Candidate	Republican	
tanziefornj	Tanzie		Youngblood	N.J.	House Candidate	Democrat	inactive 
SalahiTareq	Tareq		Salahi	Va.	Gubernatorial Candidate	Independent	inactive 
Tariq_Shabazz_	Tariq	K	Shabazz	Ohio	House Candidate	Democrat	inactive 
tarrantelection	Tarrant	County	Elections	Texas	Local Agency	Other	inactive 
tatereeves	Tate		Reeves	Miss.	Governor	Republican	
Matta4Congress	Tatiana		Matta	Calif.	House Candidate	Democrat	inactive 
Tawnja4Congress	Tawnja		Zahradka	Minn.	House Candidate	Democrat	inactive 
tgriffinnc	Taylor		Griffin	N.C.	House Candidate	Republican	inactive 
JudgeTedPoe	Ted		Poe	Texas	House Representative	Republican	inactive 
RepTedBudd	Ted		Budd	N.C.	House Representative	Republican	
RepTedDeutch	Ted		Deutch	Fla.	House Representative	Democrat	
RepTedLieu	Ted		Lieu	Calif.	House Representative	Democrat	
RepTedYoho	Ted		Yoho	Fla.	House Representative	Republican	inactive 
SenTedCruz	Ted		Cruz	Texas	Senator	Republican	
Ted_Howze	Ted		Howze	Calif.	House Candidate	Republican	inactive 
Ted_Strickland	Ted		Strickland	Ohio	Senate Candidate	Democrat	inactive 
TedBuddNC	Ted		Budd	N.C.	Senate Candidate	Republican	
tedcruz	Ted		Cruz	Texas	Senator	Republican	
TedDeutch	Ted		Deutsch	Fla.	House Candidate	Democrat	
TedEngquist	Ted		Engquist	Va.	House Candidate	Republican	
TedforCongress	Ted		Deutch	Fla.	House Candidate	Democrat	
TedGradel14	Ted		Gradel	Ill.	House Candidate	Republican	inactive 
